ρ,spec,phi,p,converged,θStar,residual,message,β,ω,seconds,stateSlope
2.0,scale,0.5,0.0856124520441874,True,0.7382263650417814,7.829302768325164e-07,calibrated,0.5552787597630144,1.2080394971726198,811.2211060523987,-0.009207846358552
2.0,flat,0.5,0.1692200490967439,True,0.733187649288331,1.366405988356689e-09,calibrated,0.555769134150601,1.2011372065864965,722.6372616291046,-0.0037498354794773
0.5,scale,0.5,0.9483809161289048,True,0.7382263650417816,-1.6243801204129937e-07,calibrated,1.3341550792539232,2.482225877152444,1573.0818300247192,
0.5,flat,0.5,1.4446979520090033,True,0.6910529501184101,5.111466805374221e-13,calibrated,1.383033056527679,2.393248589936714,1918.3960938453677,
