ρ,preferences,requested,residual,verifyResidual,hoursDrift,β,ω,λ,X,R,τ,sr,h,hbar,nfev,time,n,ns,smoothKnots,interpKind,x0,commit,timestamp
0.5,CRRA,True,2.7755575615628914e-17,0.0001486170911407514,,1.435362039054345,2.272144903438612,,7.4847674790095935,1.944232007169641,0.21285714285714274,0.1465228435228415,0.6849279563216868,0.4219251767740664,8,23.123977184295654,101,150,4,linear,0.8207242767471039,84ef022,2026-08-22T21:07:23
0.6,CRRA,True,7.216449660063518e-16,0.00010300050608852418,,1.1611736960559225,1.9220310926544626,,7.38236438050786,1.9796603618141397,0.21285714285714247,0.1432926804717666,0.6827539769478961,0.4219251767740665,8,46.443758964538574,101,150,4,linear,0.6533824876568253,84ef022,2026-08-22T21:06:53
0.7,CRRA,True,3.3306690738754696e-16,0.00029197133517630536,,0.9973561779560496,1.711627816878681,,7.2912295753975895,2.0120539234163264,0.21285714285714355,0.14051457997383218,0.6807996232016611,0.4219251767740664,8,56.01420617103577,101,150,4,linear,0.5374448574024526,84ef022,2026-08-22T21:05:59
0.8,CRRA,True,9.992007221626409e-16,9.861706928537828e-05,,0.8902838883438601,1.573670220440773,,7.213081913203893,2.040763791195147,0.21285714285714355,0.13814941697456318,0.6791087524871788,0.42192517677406666,8,72.55294728279114,101,150,4,linear,0.45341061116977044,84ef022,2026-08-22T21:04:52
0.9,CRRA,True,7.216449660063518e-16,0.0002604145464378538,,0.8152039468106842,1.4788242094469557,,7.145133468173707,2.0663745501780757,0.21285714285714208,0.1361160256895258,0.6776270694037455,0.4219251767740667,8,38.29228973388672,101,150,4,linear,0.3912473189545562,84ef022,2026-08-22T21:03:22
1.0,LOG,True,1.3877787807814457e-16,1.3877787807814457e-16,,0.7606187875474917,1.4180571029150606,,7.09345471652225,2.086536411001458,0.21285714285714277,0.13435521470217582,0.6764928895407469,0.4219251767740666,9,0.9442219734191895,101,50,4,linear,0.34928769733794934,84ef022,2026-08-22T20:57:46
1.1,CRRA,True,9.159339953157541e-16,0.0001550579657018103,,0.7177450490229594,1.3576985937553194,,7.03519877500732,2.1091010244349833,0.21285714285714133,0.13283777587604126,0.6752067151121298,0.4219251767740668,8,23.24393320083618,101,150,4,linear,0.3057910558684759,84ef022,2026-08-22T20:58:15
1.2,CRRA,True,2.7755575615628914e-16,9.41554963939939e-05,,0.6844206255047689,1.316793522741532,,6.989903003636128,2.1271694587578716,0.21285714285714302,0.13149420196541964,0.6742010018900638,0.42192517677406655,8,23.567007780075073,101,150,4,linear,0.2751996319898794,84ef022,2026-08-22T20:58:44
1.3,CRRA,True,1.942890293094024e-16,0.0003191614153086608,,0.657501803300934,1.2847249951483901,,6.9495949511758415,2.1435192250221355,0.2128571428571426,0.1303029319137249,0.673301807869068,0.42192517677406655,9,26.803894758224487,101,150,4,linear,0.25054468388576884,84ef022,2026-08-22T20:59:17
1.4,CRRA,True,4.163336342344337e-16,0.00021861941153100695,,0.6353015285384545,1.2580804773329894,,6.913639108960699,2.158256837687303,0.21285714285714247,0.1292383825758503,0.6724963113802949,0.4219251767740665,7,22.064446926116943,101,150,4,linear,0.22958712867485723,84ef022,2026-08-22T20:59:45
1.5,CRRA,True,4.440892098500626e-16,0.00024097572700620962,,0.6167825598208353,1.2362957389840024,,6.881575180197581,2.1715384508983626,0.21285714285714336,0.12829804156167526,0.6717752803629162,0.4219251767740665,7,22.524587392807007,101,150,4,linear,0.2121196014374088,84ef022,2026-08-22T21:00:13
1.6,CRRA,True,8.049116928532385e-16,0.00026515780701288905,,0.6009953775826301,1.2182120101170801,,6.852249341449179,2.1838308796571715,0.21285714285714236,0.12744111598430222,0.6711135553688081,0.4219251767740665,7,17.21779751777649,101,150,4,linear,0.1973842182758352,84ef022,2026-08-22T21:00:35
1.7,CRRA,True,1.4155343563970746e-15,0.00022982725694936645,,0.5874857094242052,1.2027311775320955,,6.826109413612649,2.194867117825423,0.21285714285714458,0.12667425445391536,0.6705218802352193,0.42192517677406655,7,18.626017570495605,101,150,4,linear,0.18459495194854847,84ef022,2026-08-22T21:01:00
1.8,CRRA,True,1.1102230246251565e-15,0.0002390512368492248,,0.5757320616470781,1.1894236719696372,,6.802136914170621,2.205059078282656,0.21285714285714086,0.12597440052682599,0.6699777305764605,0.4219251767740668,7,30.6758291721344,101,150,4,linear,0.17346888053861179,84ef022,2026-08-22T21:01:41
1.9,CRRA,True,1.27675647831893e-15,0.00027694824407653584,,0.5654344670368506,1.177977859401025,,6.780157295124652,2.214473097929736,0.2128571428571416,0.1253365922918604,0.6694775192776461,0.42192517677406643,7,17.8816077709198,101,150,4,linear,0.16379928997723484,84ef022,2026-08-22T21:02:03
2.0,CRRA,True,9.43689570931383e-16,0.0002806406798718797,,0.5563256288283533,1.1679577401804186,,6.759934173042073,2.2231942808714713,0.21285714285714175,0.12474911389771137,0.669016179242363,0.4219251767740666,7,18.1695613861084,101,150,4,linear,0.15525670239909306,84ef022,2026-08-22T21:02:27
