ρ,preferences,requested,residual,verifyResidual,hoursDrift,β,ω,λ,X,R,τ,sr,h,hbar,nfev,time,n,ns,smoothKnots,interpKind,x0,commit,timestamp
0.5,CRRA,True,6.38378239159465e-16,0.0003308968332043777,,1.435362039054345,1.8116760322845944,,9.25074332843232,1.87240607080784,0.11857142857142923,0.18930396795385862,0.693992216323359,0.4128569676103596,8,17.726658582687378,101,150,4,linear,0.5942524015060122,84ef022,2026-08-22T21:21:44
0.6,CRRA,True,2.220446049250313e-16,0.00013432028463612744,,1.1611736960559225,1.566749048800478,,9.122863171170115,1.9148846749600972,0.11857142857142831,0.1846893313470278,0.691766443201994,0.41285696761035984,8,18.635820388793945,101,150,4,linear,0.44900280300612594,84ef022,2026-08-22T21:21:22
0.7,CRRA,True,2.733924198139448e-15,2.233295709647143e-05,,0.9973561779560496,1.4229445283067284,,9.009295774077216,1.9540811726649832,0.11857142857142586,0.1806607200905841,0.6897695738781403,0.4128569676103598,8,21.96850824356079,101,150,4,linear,0.35272833613195664,84ef022,2026-08-22T21:20:59
0.8,CRRA,True,3.788636071533347e-15,0.00022479501838648663,,0.8902838883438601,1.3290344157855514,,8.914935639176171,1.9873668730859217,0.11857142857143282,0.17727953951724723,0.6880956471276499,0.4128569676103598,8,20.801048755645752,101,150,4,linear,0.28445267539697994,84ef022,2026-08-22T21:20:33
0.9,CRRA,True,1.2587153541687712e-14,0.0005397557261580116,,0.8152039468106842,1.2653464721642433,,8.832863167515411,2.0171108759051117,0.11857142857141426,0.17436050419330415,0.6866285818573413,0.41285696761036045,8,20.20659852027893,101,150,4,linear,0.2353459757171079,84ef022,2026-08-22T21:20:07
1.0,LOG,True,1.1102230246251565e-16,1.1102230246251565e-16,,0.7606187875474917,1.2262781815304673,,8.768249036727005,2.0403179361466863,0.1185714285714287,0.17201713461926857,0.6854661934902506,0.4128569676103599,9,1.0265083312988281,101,50,4,linear,0.20398371351345207,84ef022,2026-08-22T21:15:19
1.1,CRRA,True,1.9012569296705806e-15,0.00019903674920342118,,0.7177450490229594,1.185602364954834,,8.700044533769528,2.0666973395396537,0.11857142857143041,0.1696575737039297,0.6842320448889908,0.41285696761035995,8,21.86769723892212,101,150,4,linear,0.17025097029018074,84ef022,2026-08-22T21:15:46
1.2,CRRA,True,6.522560269672795e-16,0.00017470966085454676,,0.6844206255047689,1.1596050762139765,,8.645509293144178,2.0876196282206823,0.11857142857142752,0.16772525352909934,0.6832398734147057,0.41285696761035984,8,24.04371452331543,101,150,4,linear,0.14807949561181544,84ef022,2026-08-22T21:16:15
1.3,CRRA,True,1.1102230246251565e-16,0.00022547977624347293,,0.657501803300934,1.1391661495976175,,8.597468244252974,2.1062821150426596,0.1185714285714294,0.16601553521410348,0.6823618557716686,0.41285696761035967,8,24.087989807128906,101,150,4,linear,0.13029654704661442,84ef022,2026-08-22T21:16:44
1.4,CRRA,True,2.9837243786801082e-15,0.00023719533381864888,,0.6353015285384545,1.122759194577278,,8.554404534919815,2.1231763420925844,0.11857142857143071,0.16449359687411771,0.6815715924329038,0.4128569676103599,7,19.510324954986572,101,150,4,linear,0.11578922228843083,84ef022,2026-08-22T21:17:10
1.5,CRRA,True,3.733124920302089e-15,0.00018665905453821297,,0.6167825598208353,1.1096165934203959,,8.516085252958172,2.13843742668778,0.11857142857142441,0.16313620107115345,0.6808658170060948,0.4128569676103597,7,19.422722816467285,101,150,4,linear,0.1040145443230311,84ef022,2026-08-22T21:17:34
1.6,CRRA,True,1.8457457784393227e-15,0.00021966800000908226,,0.6009953775826301,1.098682616639117,,8.481481797768899,2.1523044965159697,0.11857142857142697,0.1619040550541753,0.6802263786007775,0.4128569676103596,7,20.579243659973145,101,150,4,linear,0.09411184084574846,84ef022,2026-08-22T21:17:59
1.7,CRRA,True,1.609823385706477e-15,0.0002417267671306761,,0.5874857094242052,1.0895974223293265,,8.450416451687985,2.1648476330049404,0.11857142857142929,0.160802098048391,0.6796506092609653,0.41285696761035934,7,17.12312126159668,101,150,4,linear,0.08580829070668429,84ef022,2026-08-22T21:18:23
1.8,CRRA,True,2.581268532253489e-15,0.00025267863565019144,,0.5757320616470781,1.081983681824937,,8.422011236867972,2.176415687113813,0.1185714285714261,0.15979372413667622,0.6791227163791426,0.41285696761035956,8,21.20966100692749,101,150,4,linear,0.07879609881789842,84ef022,2026-08-22T21:18:49
1.9,CRRA,True,1.5681900222830336e-15,0.00026622147181427913,,0.5654344670368506,1.0755031481588422,,8.396129675984337,2.187019067917275,0.11857142857142702,0.15887320770738114,0.6786405302055123,0.4128569676103598,7,21.401708364486694,101,150,4,linear,0.07278859687974779,84ef022,2026-08-22T21:19:16
2.0,CRRA,True,2.42861286636753e-15,0.00027281097432371726,,0.5563256288283533,1.0700184667750887,,8.372183505498576,2.196899731356122,0.11857142857143173,0.15802675029409496,0.6781933819250281,0.4128569676103597,7,19.478631496429443,101,150,4,linear,0.06767590699319294,84ef022,2026-08-22T21:19:40
