s0,ρ,preferences,β,ω,η0,X0,sr,τ,ι,s,s_,h,R30,Rann,KY,residual,time
0.184,0.5,CRRA,4.282812031336042,6.747682288297886,0.32564339315357144,0.4091651827627685,0.18399999999999794,0.12500000000001585,0.34748335606769987,0.020404742866387063,0.020997987751477827,0.521487472627295,3.34732098117044,1.041093924291051,3.853828202483685,1.584843367652411e-14,247.18798995018005
0.17,0.5,CRRA,3.421536356845805,5.975092870062034,0.3258226571068465,0.4111406981163788,0.16999999999998539,0.12500000000002806,0.34889539308164175,0.017464684158749706,0.018020268185380075,0.5117988144047082,3.6133688729291453,1.0437514134990005,3.5700755869806144,3.164135620181696e-14,362.92518496513367
