par,target,ρ,preferences,β,ω,η0,X0,KY,sr,τ,ι,s,s_,h,R30,Rann,residual,time
KY0,3.6606,1.0,LOG,1.01257590279309,2.4857796661176628,0.3257881390731548,0.4107596488395682,3.660600000000093,0.16755328028177385,0.12500000000001119,0.3630577781397591,0.017646173954753742,0.018941829408814198,0.5148506169282359,3.5240124569741758,1.0428805820298248,2.531308496145357e-14,7.429995775222778
KY0,3.5,1.0,LOG,0.9309418601806438,2.4225704462218243,0.32589966394438546,0.4119919156900914,3.500000000004808,0.15993316971812246,0.12499999999934648,0.3637230017323972,0.016104144934464413,0.017315665768541374,0.5091917661047121,3.685714285709222,1.0444413453971162,1.3737899706711687e-12,7.159750938415527
KY0,3.4,1.0,LOG,0.8832323821243133,2.3858058958444337,0.3259691958133622,0.4127618471772346,3.4000000000001207,0.15520332105376047,0.1250000000000109,0.36416568495296014,0.01518136076278406,0.016340322806743975,0.5055789667980732,3.794117647058688,1.0454510258548193,3.552713678800501e-14,7.406167268753052
KY0,3.3,1.0,LOG,0.8377051699784441,2.3508405892766047,0.3260388493528913,0.4135344034530186,3.299999999999991,0.150483748062219,0.12500000000003736,0.36463077370118885,0.014286994737951688,0.015393495506820112,0.5018930587945004,3.9090909090909185,1.046491870672286,3.735900477863652e-14,7.292091131210327
KY0,3.2313,1.0,LOG,0.8076100252566429,2.3278103000196966,0.32608676971733236,0.414066651477749,3.2312999999999787,0.14724658183301745,0.12500000000005232,0.3649637199358262,0.013688901133887108,0.014759534813084719,0.49931640691177137,3.992201281218111,1.0472259956635355,5.262457136723242e-14,7.264482259750366
KY0,3.1,1.0,LOG,0.7526001926780552,2.285895607930538,0.3261785134233306,0.4150873352831514,3.100000000000006,0.14107212880518008,0.1250000000000401,0.3656311971150025,0.012582759586890035,0.013585273835483854,0.4942854838896249,4.161290322580636,1.0486750462751897,4.010680676458378e-14,7.33868932723999
KY0,3.0,1.0,LOG,0.7127699369686588,2.2556904285786596,0.3262485250298912,0.4158677397429568,3.0000000000000924,0.13638029876137087,0.12499999999997079,0.3661678740983082,0.011772697039633158,0.012723822715679725,0.49035464699377845,4.2999999999998675,1.0498218685282024,3.086420008457935e-14,7.312978982925415
KY0,2.8,1.0,LOG,0.6380084314483221,2.1994316062486288,0.32638881789721,0.4174354667882325,2.799999999999795,0.12702540354643516,0.12500000000002545,0.3673186230757936,0.010236221948510746,0.01108610955815223,0.482212996017803,4.607142857143192,1.0522389877047433,7.316369732279782e-14,7.747079610824585
KY0,2.6,1.0,LOG,0.5691381362793319,2.148221925639352,0.32652946370639574,0.4190123900645658,2.600000000000122,0.117709232000836,0.12500000000000133,0.3685791149529764,0.008810586219094006,0.009561799911258552,0.47365677412773916,4.961538461538227,1.0548415107630786,4.707345624410664e-14,7.756466627120972
