ρ,pref,time,τ_t0,τ_t0p1,s_t0,h_t0,ι_t0
0.98,CRRA,28.643824100494385,0.1250000000001228,0.2133939294721229,0.02118380644439433,0.5263219238874886,0.3615671026998517
0.99,CRRA,28.495465517044067,0.12499999999938542,0.21331948607275109,0.02119547467341262,0.5263884729974581,0.3616909102684448
1.0,LOG,0.6662254333496094,0.12500000000158018,0.21251517665827308,0.02116600806191287,0.5261888516500531,0.36177905872011146
1.01,CRRA,28.377595901489258,0.12500000000224665,0.2131673588925729,0.021218549833106393,0.5265196600671549,0.3619293532316179
1.02,CRRA,29.959145307540894,0.12500000000025582,0.21308855374696245,0.02123000177020146,0.5265845145723695,0.36204413445621936
