ρ,d_τ_t0,d_τ_t0p1,d_s_t0,d_s_t0p1,d_ι_t0,d_ι_t0p1,d_c10_t0,d_c10_t0p1,d_c20_t0,d_c20_t0p1,τ_base_t0,τ_reform_t0
0.98,0.07146470067927657,0.05444967620741448,-0.011187522676790018,-0.01878348265641827,-0.052855109617909624,-0.052186923092417015,0.038948089548097586,0.03347582051248743,0.1124366246384656,0.06531067930420842,0.12499999999973649,0.13393308758462724
0.99,0.07191689440884863,0.054744752223143234,-0.011242930349124158,-0.0188450086146027,-0.05309163511476689,-0.052462018273330524,0.03914548047060262,0.03363113775301607,0.1127943811494152,0.06568474452892437,0.12500000000016112,0.13398961180127877
1.0,0.07232623761701773,0.055023832305686415,-0.01129023061929646,-0.018891130089228825,-0.05332606989122046,-0.05273880179277168,0.03933648950088631,0.03378400288041172,0.11312937532145328,0.06604479470530822,0.12499999988456251,0.13404077957834057
1.01,0.07275354174660698,0.055295783368338514,-0.011340381684465273,-0.018945852829447718,-0.05355119445278822,-0.05299848932230955,0.03952322908861028,0.03393033472817297,0.11347343846307267,0.06640076316609922,0.12499999999903133,0.13409419271728673
1.02,0.07314242597237586,0.05556198944260071,-0.011384242357911578,-0.018993932581341078,-0.05377411993453485,-0.053258362173280616,0.039704577040394984,0.0340768490085106,0.11379702567392713,0.06674515813673465,0.12499999999990487,0.1341428032464449
