ρ,δ,n,ok,time,dτ_t0,dτ_t0p1,dι_t0,maxdτ
1.1,0.1,30,True,8.749163627624512,0.01840396366150998,0.016684348415847094,0.010697744464463421,0.018647420451516378
1.1,0.1,45,True,33.7958197593689,0.01846185893388952,0.016727693694228413,0.010731575056315945,0.018666470365710397
1.1,0.1,60,True,93.5653657913208,0.01841480906937154,0.016653547470614205,0.010702522783914536,0.018681280555746027
1.01,0.01,30,True,8.689385890960693,0.0018414111182722126,0.0017020481026433498,0.0010481584424749668,0.0019321601682955603
1.01,0.01,45,True,34.671462059020996,0.0018667255919483094,0.001707826516933103,0.0010617954442640465,0.0018907742075229134
1.01,0.01,60,True,94.27255368232727,0.0018508003747629564,0.0016808395301769752,0.0010524060101435584,0.001892536691462221
