spec,phi,p,scenario,θpinned,θ_tm1,θ_t0,θ_t1,τ_t0,sr_t0,ww_t0,τ_t1,sr_t1,ww_t1
flat,0.75,1.8834441907025743,acute,True,0.7133201783765508,0.7133201783765508,0.7133201783765508,0.23191048498839756,0.18990149797384892,38.64409899868198,0.23191048498839756,0.18990149797384892,38.64409899868198
flat,0.75,1.8834441907025743,acute,False,0.7288895815592854,0.7288895815593007,0.7288895815593007,0.2317169684133432,0.1897253422162469,38.66236864956018,0.2317169684133432,0.18972534221624693,38.662365091350345
flat,0.75,1.8834441907025743,frIncome,True,0.4408175664044291,0.4408175664044291,0.4408175664044291,0.11018311090061021,0.24260116339609486,41.029800564501244,0.1647618145001551,0.22416929123657928,40.732211623160126
flat,0.75,1.8834441907025743,frIncome,False,0.9255083342604338,0.9254424843467386,0.9256837646409993,0.13237762611764722,0.22295342154242576,41.0338956176453,0.18544090508364627,0.20570853438222925,40.69768154666172
flat,0.75,1.8834441907025743,frLeisure,True,0.713320178376551,0.713320178376551,0.713320178376551,0.14428571428571377,0.21977800421396404,34.74238642131459,0.1974944378982691,0.20278860925767717,34.487593981617216
flat,0.75,1.8834441907025743,frLeisure,False,0.7116789869517788,0.7133202145893504,0.7201205679585356,0.1442857139802932,0.21967710547203761,34.74886644711297,0.19742182866214283,0.2026391034976803,34.49908324646032
flat,0.75,1.8834441907025743,frVoting,True,0.7133201783765508,0.7133201783765508,0.7133201783765508,0.15340456943789602,0.2152344631772525,39.19088455661629,0.20656321682199394,0.19850508326827493,38.896870867765415
flat,0.75,1.8834441907025743,frVoting,False,0.5727574409644738,0.5730501691382047,0.5751745666529336,0.15666283422033886,0.21631006889900356,39.00237342964306,0.21004648816721977,0.19926839094239068,38.71652170316443
flat,0.75,1.8834441907025743,frBoth,True,0.4408175664044291,0.4408175664044291,0.4408175664044291,0.121080138904512,0.23690029985766642,40.77998319668445,0.17561632280395104,0.2187803838243411,40.47647061990476
flat,0.75,1.8834441907025743,frBoth,False,0.8515551482058032,0.8514882253507853,0.851806606396925,0.13494210416024824,0.22245597712354473,40.87836827982782,0.18807990816758802,0.20519182578333486,40.560755301973536
flat,0.75,1.8834441907025743,frAll,True,0.4408175664044291,0.4408175664044291,0.4408175664044291,0.12108013890451184,0.23690029985766642,35.96589127648076,0.17561632280395095,0.21878038382434126,35.69820847031448
flat,0.75,1.8834441907025743,frAll,False,0.8515551482057726,0.8514882253508861,0.851806606397127,0.13494210416024782,0.2224559771235426,36.0526619646025,0.1880799081675868,0.20519182578332582,35.772543314862425
