ρ,spec,phi,p,scenario,θpinned,θ_t0,θ_t1,θ_t2,τ_t0,sr_t0,ww_t0,τ_t1,sr_t1,ww_t1
2.0,scale,0.5,0.08561245204418748,baseline,True,0.7382263650417815,0.7382263650417815,0.7382263650417815,0.14439256885870028,0.21220152804047218,39.39138973500298,0.1910144767840346,0.19785398062955462,39.06904101491415
2.0,scale,0.5,0.08561245204418748,baseline,False,0.7382263650417815,0.738995857408646,0.7821081346236824,0.14438861757207178,0.21219831304787298,39.39415732723043,0.19145255530616684,0.19748579562137886,39.115541095213445
2.0,scale,0.5,0.08561245204418748,mild,True,0.7382263650417815,0.7382263650417815,0.7382263650417815,0.1808843407196985,0.19736057099937343,39.395688045501714,0.20537580101543434,0.19171340840971385,38.977197122937305
2.0,scale,0.5,0.08561245204418748,mild,False,0.7382263650417815,0.7703720320064674,0.8002865649978164,0.18120102479040973,0.19709361407006196,39.43087315071988,0.20585590164758336,0.1912396156999149,39.04323813928656
2.0,scale,0.5,0.08561245204418748,acute,True,0.7382263650417815,0.7382263650417815,0.7382263650417815,0.22132694959934573,0.182030091569357,39.39135894414738,0.22035474655923332,0.18551369806856816,38.87726543075631
2.0,scale,0.5,0.08561245204418748,acute,False,0.7382263650417815,0.8148636636859493,0.821133865356466,0.22211882536735966,0.18142864482780707,39.474177437493346,0.2207425750262151,0.184950982864962,38.96743417666314
2.0,flat,0.5,0.16922004909674393,baseline,True,0.7331876492883308,0.7331876492883308,0.7331876492883308,0.1443927529857738,0.21218340330640817,39.391387639566055,0.19095227771756473,0.19784236187876844,39.06972074686407
2.0,flat,0.5,0.16922004909674393,baseline,False,0.7331876492883308,0.7335030576321201,0.7508994910213935,0.14439138379676225,0.2121818603399026,39.39248016361454,0.19112445187744828,0.1976981640958458,39.08794148130985
2.0,flat,0.5,0.16922004909674393,mild,True,0.7331876492883308,0.7331876492883308,0.7331876492883308,0.18083408840613568,0.19734441505287673,39.39645425690987,0.2052996675133174,0.19170012337964448,38.978204824639576
2.0,flat,0.5,0.16922004909674393,mild,False,0.7331876492883308,0.7463782139851461,0.758231148812812,0.1809606884363538,0.1972379852137474,39.41044662065703,0.20548819001361304,0.19151484447395956,39.0040690289275
2.0,flat,0.5,0.16922004909674393,acute,True,0.7331876492883308,0.7331876492883308,0.7331876492883308,0.2212398968792399,0.1820140895735576,39.39277145510301,0.22026623745662116,0.18549886660333326,38.87854932306733
2.0,flat,0.5,0.16922004909674393,acute,False,0.7331876492883308,0.7641935348964405,0.7661348254158403,0.22155322565208244,0.18177818537699453,39.42528054756913,0.22041725084178287,0.18528225524002817,38.913343558655484
