ρ,commonX,preferences,t0,T,ε,θ,γ0,α,ξ,η0,X0,ν,ηi,Xi,γi,zxi,zxPredicted,β,ω,KY,sr,τ,ι,residual,verifyResidual,commit,timestamp,X,hbar,builtAt
1.0,False,LOG,3,10,0.28953322249427726,0.8390642747245565,0.32,0.35,0.3,0.2882790735272106,0.3751988808253517,"[1.645994618709391, 1.645994618709391, 1.645994618709391, 1.473985729446017, 1.1581292709104491, 0.9640891972418256, 0.9640891972418256, 0.9640891972418256, 0.9640891972418256, 0.9640891972418256]","[0.5136514187923017, 0.724425319566375, 0.9508518722189088, 1.6888103545681297]","[0.7448340033555609, 0.7679139464994402, 0.875785549581604, 1.2371750579775052]","[0.25, 0.25, 0.25, 0.25]","[0.8945048489228317, 0.9826623569832119, 1.0249779608521945, 1.097854833241762]","[0.8945048489228318, 0.9826623569832119, 1.0249779608521945, 1.0978548332417621]",0.6505784094922341,1.4915288811618206,3.2313000000000347,0.1440054780208662,0.1092307692307731,0.3114876984230554,1.0658141036401504e-14,8.381435449233976e-06,583645f,2026-09-11T10:00:08,,,2026-09-11T20:20:15
1.0,True,LOG,3,10,0.2895332224942868,0.8390642747245565,0.32,0.35,0.3,0.3437531161881959,0.804402628386922,"[1.645994618709391, 1.645994618709391, 1.645994618709391, 1.473985729446017, 1.1581292709104491, 0.9640891972418256, 0.9640891972418256, 0.9640891972418256, 0.9640891972418256, 0.9640891972418256]","[0.640418538869477, 0.8968723307967333, 1.1420269653344823, 1.8729288859964204]","[1.937193082314475, 1.937193082314475, 1.937193082314475, 1.937193082314475]","[0.25, 0.25, 0.25, 0.25]","[0.8945048489228317, 0.9826623569832119, 1.0249779608521945, 1.097854833241762]","[0.855501591762748, 0.9464568985774133, 1.0176174857576785, 1.1804240239021604]",0.6505784094923219,1.4915288811621037,3.231299999999822,0.144005478020865,0.109230769230813,0.3114876984230408,8.214262603445378e-14,8.381435347981636e-06,6.4e+277,2026-09-11T18:43:55,1.937193082314475,0.5063988095238081,2026-09-11T20:20:15
