spec,phi,commonX,p,pos,date,ν,θ,τ,sr,workweek,R,τExo,srExo,workweekExo
scale,0.5,True,0.4076119851494873,0,1960,1.405486131972424,0.7382263650417816,0.1298141018933583,0.2419045903243382,39.224599298929974,2.4904657833315578,0.12981410189334766,0.24184511947725829,39.22871189268635
scale,0.5,True,0.4076119851494873,1,1990,1.405486131972424,0.7336031745426245,0.12985632485073545,0.2377145613771753,39.28389661452408,2.4927996403939257,0.12981410189334766,0.23772609660966787,39.283861747555925
scale,0.5,True,0.4076119851494873,2,2020,1.339667762739423,0.7382263897393394,0.1442857140405995,0.21973356919013318,39.404398151396016,2.4435007947126337,0.14428571428570608,0.21989457520028227,39.392710265653776
scale,0.5,True,0.4076119851494873,3,2050,1.1219986438186136,0.7478066536162503,0.19779366299935622,0.20238132493210045,39.13686746850816,2.2512104447078025,0.19791142794811495,0.20283000592920758,39.09937776189732
scale,0.5,True,0.4076119851494873,4,2080,1.0688804499803877,0.7679188005202775,0.21212462237897284,0.19868865622905219,38.93203133380912,2.2515254999170717,0.21253808485105777,0.19913125617796887,38.888112942988116
scale,0.5,True,0.4076119851494873,5,2110,1.0688804499803877,0.7730007191814839,0.21204355978476125,0.19870909882488894,38.85694963634601,2.2861341035425746,0.21253808485105777,0.19913125617796887,38.81280038580443
scale,0.5,True,0.4076119851494873,6,2140,1.0688804499803877,0.7730007191814744,0.21204355978476142,0.1987090988248873,38.83012072988713,2.2984483692495044,0.21253808485105777,0.1991312561779689,38.78588913492408
scale,0.5,True,0.4076119851494873,7,2170,1.0688804499803877,0.7730007191815824,0.21204355978475956,0.18435513184233587,39.03511817818257,2.3117739863711426,0.21253808485105777,0.18493712521835012,38.977377776851235
