t,ρ,τ_base,s_base,h_base,ι_base,R_base,w_base,bbar_base,b0_base,bi_base,c10_base,c20_base,s__base,sr_base,τ_ee,s_ee,h_ee,ι_ee,R_ee,w_ee,bbar_ee,b0_ee,bi_ee,c10_ee,c20_ee,s__ee,sr_ee,d_τ,d_s,d_h,d_ι,d_R,d_w,d_bbar,d_b0,d_bi,d_c10,d_c20,d_s_,d_sr
3,1.8,0.10923076923032089,0.025222162252542358,0.603082309568618,0.3747950101802972,3.2494661591334615,0.19580349861534369,0.02902774314075671,0.004681137761281183,0.009570817021719495,0.02743589805079052,0.03730353570594004,0.02884250555648495,0.1388348946130716,0.10923076923032089,0.02546271615047878,0.6024399398426393,0.3233858477828588,3.2472159917010135,0.19587654678891303,0.026898222342230185,0.00883691907508734,0.008836919075087341,0.028654756559682103,0.04034422430101036,0.02884250555648495,0.14025614238468098,0.0,0.009537401889965658,-0.0010651443688310946,-0.13716608012659448,-0.0006924729547108655,0.00037306878623688533,-0.07336156959224804,0.887771632823888,-0.07668080425805712,0.044425682973277425,0.08151207486174394,0.0,0.010236963665153143
4,1.8,0.18162918079506865,0.022275928413963954,0.5970612062238962,0.42717018457045486,3.0113682660274423,0.20399315958304556,0.03913448326481248,0.006308022524630982,0.012897063156629826,0.029035636658130134,0.03477491001592369,0.025222162252542358,0.1188816191658945,0.18162918079506865,0.022602117449547193,0.5968713441961759,0.3606242193396994,2.992226875390632,0.20469479201615973,0.03631016362429279,0.011953541563414221,0.011953541563414227,0.030551352726644873,0.03659238161050791,0.02546271615047878,0.12024719707872797,0.0,0.014643117427992847,-0.0003179942453824802,-0.15578326305163692,-0.0063563765523974025,0.0034394900032348463,-0.07216959072663065,0.8949744578018135,-0.07315786406229818,0.05220192298040516,0.05226387627608475,0.009537401889965658,0.011486871750357563
5,1.8,0.22932478176436252,0.02157364577141354,0.5906969394532927,0.4624142701882909,2.8776503569026586,0.2090437624364517,0.04212213323335563,0.006721810331290167,0.013743072734922989,0.029525944836323897,0.034104415900140295,0.022275928413963954,0.11356250562415468,0.22932478176436252,0.021919971839302083,0.5907864943885343,0.3967656945179383,2.8508683690367365,0.21009892481891224,0.039133946147510694,0.0127640649502166,0.012764064950216604,0.03104197323866796,0.03600112515208267,0.022602117449547193,0.11478865309415394,0.0,0.016053200815387747,0.00015160893727395042,-0.1419691819710086,-0.009306894356251427,0.0050475669312606275,-0.07094101975534928,0.8989028730548394,-0.0712364551646878,0.0513456355333628,0.05561477016630478,0.014643117427992847,0.010797115326578899
6,1.8,0.22564445458766416,0.02144691821361231,0.5896943980058577,0.4594874681517335,2.934955245358638,0.20683599523872992,0.041379892220525946,0.006532976834187632,0.013356993337027829,0.02912968601636624,0.03581197784946301,0.02157364577141354,0.11429444677455422,0.22564445458766416,0.02180070267535998,0.5898583766905294,0.39387277938024434,2.9052551434786,0.2079718787213916,0.03844815170731638,0.012412539947344023,0.012412539947344023,0.030654057930389854,0.0376798136849604,0.021919971839302083,0.11551316466817083,0.0,0.016495818104212523,0.0002780740078696109,-0.14279973518194333,-0.010119439445288259,0.0054917108666248104,-0.07084939945192303,0.8999822381717517,-0.0707085319168066,0.05233053020781475,0.05215673491558914,0.016053200815387747,0.010662966819556141
7,1.8,0.22589959274850924,0.0213965226679712,0.5893758485110366,0.45989531932721495,2.9451815481114916,0.20644897308545251,0.041397088398943974,0.006524599240050316,0.013339864932639972,0.029049657673433343,0.03554815631294191,0.02144691821361231,0.11430138492606674,0.22589959274850924,0.02175270468888424,0.5895598886257628,0.3939723105323898,2.914617503267091,0.20761189291358959,0.03846598408005027,0.01239878794337405,0.012398787943374052,0.030582739476629785,0.037425743837762475,0.02180070267535998,0.11551714965960429,0.0,0.01664672463092387,0.0003122627355551799,-0.1433435088908157,-0.01037764373608785,0.005632964944106256,-0.07080460081266193,0.90031410163338,-0.07054621572391584,0.05277452217960166,0.052818140786024204,0.016495818104212523,0.010636482964085925
8,1.8,0.22713301243754527,0.020537840239963644,0.5905625103978106,0.46889095080875465,2.9535475996985774,0.20613388777205233,0.041665776745294,0.006563399810349896,0.01341919461222069,0.029222156723076778,0.035626782604608574,0.0213965226679712,0.10966116606794502,0.22713301243754527,0.020923458966931895,0.5906829305116502,0.39042759589233905,2.922408935370563,0.20731366335495158,0.038713610307695795,0.01247229101804286,0.012472291018042862,0.030948089317386285,0.0375172284195215,0.02175270468888424,0.11106174465955462,0.0,0.018776011618684807,0.0002039074809514485,-0.16733817272668638,-0.010542800912093697,0.005723346101170312,-0.070853507799579,0.9002790289226583,-0.0705633699741931,0.05906246450819075,0.053062490539586005,0.01664672463092387,0.012771873962582392
9,1.8,0.2702151640369886,0.0,0.5665383611747458,,2.9524509621728083,0.20617511150075374,0.04746633411533013,0.007492186994958727,0.01531814581795838,0.03820239306156261,0.035924311720053156,0.020537840239963644,0.0,0.2702151640369886,0.0,0.5675406617004937,,2.920320455391057,0.2073934831787165,0.04418515459194535,0.014262164232659458,0.014262164232659462,0.03849613214906529,0.038118541747499714,0.020923458966931895,0.0,0.0,,0.0017691662108627604,,-0.010882655527021945,0.005909402299308697,-0.06912645740478751,0.9036049476949854,-0.06893664532563248,0.007689023225045721,0.06107925030117478,0.018776011618684807,
