ρ,preferences,family,scenario,effect,τ,sr,srOverY,workweek,hbar,h,R,θ,ω
0.5,CRRA,french,Voting,ee,0.1442857142857193,0.22731022973338325,0.15911716081336827,39.39271026601181,0.4689608365001403,0.6722596122630361,2.442999999810153,,
0.5,CRRA,french,All French characteristics,full,0.13167485956914848,0.23691433960009106,0.16584003772006373,35.10234766056082,0.4178850911971523,0.6783553805752038,2.339895316161723,,
0.5,CRRA,french,All French characteristics,ee,0.1442857142857193,0.22731022973338416,0.1591171608133689,34.78571574461961,0.41411566362642366,0.6722364461404601,2.442999999810149,,
0.5,CRRA,french,France (own calibration),full,0.21285714285714305,0.20931834788977338,0.14652284352284137,35.441714849021615,0.4219251767740665,0.6849279563216865,1.9442320071696448,1.0,2.272144903438622
1.0,LOG,baseline,Baseline,baseline,0.14428571428571396,0.219624212794553,0.15373694895618709,39.392710265653776,0.4689608364958987,0.671430973962159,2.4429999999958376,,
1.0,LOG,theta,$\theta = 0$,full,0.18515792183590557,0.2064097824115506,0.14448684768808542,37.51847426935987,0.44664850320668464,0.6394854669904348,2.6205586779571592,,
1.0,LOG,theta,$\theta = 0$,ee,0.14428571428571396,0.2255144313502003,0.1578601019451402,38.53595282297259,0.45876134313064604,0.6568279298885371,2.385638516251345,,
1.0,LOG,theta,$\theta = 1$,full,0.1227973366486712,0.22884062462168697,0.16018843723518086,40.12968532164681,0.47773434906724477,0.6839923812960093,2.3381281414360067,,
1.0,LOG,theta,$\theta = 1$,ee,0.14428571428571396,0.21760877303021087,0.1523261411211476,39.67202901493282,0.4722860597016017,0.676191836025459,2.4629383922725596,,
1.0,LOG,ageing,Mild ageing,full,0.1845232164162819,0.2053565870163029,0.14374961091141203,39.07619978015586,0.46519285452568526,0.6660361955345271,2.3525355992100687,,
1.0,LOG,ageing,Mild ageing,ee,0.14428571428571396,0.219624212794553,0.15373694895618709,40.12260992384518,0.47765011814103486,0.683871784332635,2.1179163571532045,,
1.0,LOG,ageing,Acute ageing,full,0.23105819038529377,0.18986256368752535,0.13290379458126775,38.65778517217749,0.46021172824022827,0.6589045073145404,2.257271893140391,,
1.0,LOG,ageing,Acute ageing,ee,0.14428571428571396,0.219624212794553,0.15373694895618709,40.99229853605639,0.48800355400069256,0.6986952343568366,1.7925596581905952,,
