t,ρ,τ_base,s_base,h_base,ι_base,R_base,w_base,bbar_base,b0_base,bi_base,c10_base,c20_base,s__base,sr_base,τ_ee,s_ee,h_ee,ι_ee,R_ee,w_ee,bbar_ee,b0_ee,bi_ee,c10_ee,c20_ee,s__ee,sr_ee,d_τ,d_s,d_h,d_ι,d_R,d_w,d_bbar,d_b0,d_bi,d_c10,d_c20,d_s_,d_sr
3,1.4,0.1250000000000022,0.021598941088714983,0.5286047739441441,0.36493204632328013,3.1605138326434905,0.12657805311899004,0.02127146259763461,0.003461451247672126,0.006131414192531881,0.012649919614127791,0.028697142128131483,0.023540662227696116,0.1840000000000132,0.1250000000000022,0.021742193135642098,0.5280122417377657,0.3387614499643174,3.1584939871958446,0.12663911300615244,0.01992475593117804,0.005730355359942778,0.005730355359942778,0.013166648512014741,0.03141968698221209,0.023540662227696116,0.1853388027860389,0.0,0.006632364352433973,-0.0011209361617323665,-0.07171361524051834,-0.0006390876783337607,0.00048238921090848486,-0.06331048747942347,0.6554777028266747,-0.06541049421805434,0.04084839379610372,0.09487163711022384,0.0,0.0072761020979652535
4,1.4,0.20964186454544334,0.019911038386671617,0.5256883143667983,0.4187976787284633,2.884022268502028,0.13562885895710386,0.029805584220435517,0.0048604996681568865,0.008609607507306572,0.013832010760422061,0.027592783592187347,0.021598941088714983,0.1591799390783743,0.20964186454544334,0.020133167935545104,0.5254040331498655,0.3851649729966869,2.8722900751398983,0.13604657301001913,0.02797588583137465,0.008072024512201901,0.008072024512201903,0.014488800611650286,0.0292276382930141,0.021742193135642098,0.16054839308101623,0.0,0.011156100679418968,-0.0005407790303941784,-0.08030776539614704,-0.00406799680094827,0.0030798316532869574,-0.06138777134944995,0.6607396488647088,-0.062439895738388485,0.047483324196617716,0.059249357549038484,0.006632364352433973,0.008596899901866184
5,1.4,0.26210207245309847,0.01945725819956025,0.5220557700477131,0.45639016483919925,2.710381183521594,0.142133537984725,0.032462805675335396,0.0052646144695417275,0.00932543305310606,0.014439137519506562,0.027865660984883994,0.019911038386671617,0.14946621297065327,0.26210207245309847,0.019710810453136333,0.5220459468733581,0.423198638613269,2.693266554411012,0.14281437030023653,0.03052015148273713,0.00876263497324544,0.00876263497324544,0.015106098453172739,0.02964781578354128,0.020133167935545104,0.15069495032983354,0.0,0.013031242684635513,-1.8816331354920557e-05,-0.07272620836959687,-0.006314473113462449,0.004790089131424313,-0.059842461308704964,0.6644400124532208,-0.06035087879089629,0.046191189242788644,0.06395523148092686,0.011156100679418968,0.008220836901926099
6,1.4,0.2567259837233791,0.01939932648804712,0.5217090228395972,0.45226699313118934,2.7451930536413487,0.1407717044640603,0.03169035445436489,0.005103829935889596,0.009040628645637577,0.014280894143277574,0.029481422277186028,0.01945725819956025,0.1505628375501274,0.2567259837233791,0.01966865214670357,0.5218077107244045,0.41906198523584726,2.725302377827777,0.14154608700337687,0.029805640108480393,0.008502797085253063,0.008502797085253064,0.01496044991457324,0.03123614710457629,0.019710810453136333,0.15178927792308164,0.0,0.013883247896384177,0.00018916269507873729,-0.07341903875286848,-0.0072456382574579425,0.005500981481078027,-0.05947280736788685,0.6659640293776812,-0.05949050463919181,0.047584959630525114,0.05951968025464449,0.013031242684635513,0.008145704430855494
7,1.4,0.2571792615193584,0.01935169518776834,0.5215561687989242,0.4528426036892072,2.7494035971523787,0.14060904087339346,0.03172140266443896,0.005105437083229327,0.009043475453321187,0.014257284838884145,0.029227810852117817,0.01939932648804712,0.1504109790396693,0.2571792615193584,0.019628347343397405,0.5216991517524997,0.4193455553854268,2.7283069019472928,0.1414284801317236,0.029840868023754245,0.008508961875185381,0.008508961875185383,0.014947188996557868,0.030996716164526587,0.01966865214670357,0.15163574366412771,0.0,0.014296016599306904,0.00027414679785064955,-0.0739706203234578,-0.007673189642632416,0.005827784993341689,-0.05928283375668231,0.6666470933774065,-0.05910488516220891,0.04838958928506054,0.060521306962016075,0.013883247896384177,0.008142787396759221
8,1.4,0.2596812231378434,0.01811863460002018,0.5249700922655499,0.4657434753825879,2.7635169397829125,0.14006698073299848,0.03212478607976049,0.005168845234853075,0.009155792979402054,0.014553917745663305,0.02938629595047595,0.01935169518776834,0.1404526678698826,0.2596812231378434,0.0184372230315322,0.5249762172497214,0.41753761833838327,2.741265680401727,0.1409238235278514,0.03021853870827525,0.008614859982093166,0.008614859982093166,0.015456485909561613,0.031178382871057776,0.019628347343397405,0.14205166152200263,0.0,0.0175834679900031,1.1667301169637767e-05,-0.10350302171083692,-0.0080517904778733,0.006117378916636218,-0.05933883471635726,0.6666894810477033,-0.05908095547003234,0.06201547787139661,0.060983763438644534,0.014296016599306904,0.0113845730121791
9,1.4,0.37258774760983,0.0,0.48319617694339045,,2.7367437947338717,0.14109944409723552,0.04245934132263937,0.006876382283725019,0.012180425177463025,0.02225510915948617,0.02997076657621212,0.01811863460002018,0.0,0.37258774760983,0.0,0.4841594863997909,,2.712765432127302,0.1420392890714556,0.04005113888487958,0.011489711734514754,0.011489711734514756,0.0224480112926231,0.03237321534268092,0.0184372230315322,0.0,0.0,,0.001993619780880973,,-0.00876163952676523,0.006660869433138261,-0.05671784730385665,0.6708948485468205,-0.05670684174689322,0.008667768455078884,0.08015973700104273,0.0175834679900031,
