t,ρ,τ_base,s_base,h_base,ι_base,R_base,w_base,bbar_base,b0_base,bi_base,c10_base,c20_base,τ_reform,s_reform,h_reform,ι_reform,R_reform,w_reform,bbar_reform,b0_reform,bi_reform,c10_reform,c20_reform,d_τ,d_s,d_h,d_ι,d_R,d_w,d_bbar,d_b0,d_bi,d_c10,d_c20
3,1.0,0.1249999999554199,0.013688901138314967,0.4993164069361948,0.3649637199809331,3.992201280595513,0.10612614380894488,0.017844034012903923,0.002713252947041354,0.0048608119930407786,0.011264827445705207,0.022670016006752048,0.11118214235908588,0.013996354748011081,0.5011848970522212,0.3771572850614768,4.000709786865602,0.10595583160347626,0.016636653226515186,0.001331970406440161,0.004522689239692996,0.0109819525700787,0.022841490295985395,-0.11054286081009623,0.02246006502564013,0.0037420963743040048,0.03341034851678071,0.0021312818848702175,-0.0016048091389735397,-0.06766299512294238,-0.5090872718326546,-0.06956096097357245,-0.025111336768354642,0.00756392448872889
4,1.0,0.212403498792632,0.01272264587365649,0.4965253000384918,0.42228069496634507,3.6204825683634185,0.11424653237029596,0.02546126372816141,0.0038778578503812335,0.006947209977969349,0.012279985102168238,0.021965615999341805,0.19712333421479897,0.013163349044645507,0.5002899244738043,0.4373555181093124,3.590358802593355,0.11496890598425885,0.024916682150300976,0.002009743575250493,0.006824059752663792,0.01209065569311335,0.020962627127611114,-0.07193932616312948,0.03463927042892356,0.007581938795506726,0.03569858466811682,-0.00832037309978828,0.006322936888986108,-0.021388631125096147,-0.4817387194703605,-0.017726573069776874,-0.015417723024880425,-0.04566176845487713
5,1.0,0.2677725253798158,0.012403501581858399,0.4929783854540572,0.46330790912378017,3.3862422126459157,0.12015912682970142,0.02805945091123042,0.004249684059577507,0.007613339281895463,0.012895585887749823,0.022442364285908692,0.25505612531040345,0.012861940647570878,0.4971887245255818,0.4784452573911252,3.3372869249847823,0.12148645429302501,0.028233928022390692,0.002273241214477787,0.007718762766976843,0.012805474260073777,0.021486213430290356,-0.04748956246117875,0.03696045529457592,0.008540615969697463,0.03267232863771552,-0.014457113397945975,0.0110464140206743,0.006218122789082736,-0.4650799488600602,0.013847207010999396,-0.00698778857047877,-0.04260472931627313
6,1.0,0.2612241663206488,0.012368885276569022,0.4927362990806049,0.4581221043214595,3.4346723348057693,0.1188787540560558,0.027263033043299415,0.0040995684413614175,0.007344406081928546,0.01274274199903217,0.023837395185348238,0.2508677334668687,0.012795210491009663,0.496623018937521,0.4752468254197436,3.379448755420106,0.12034130158946398,0.027648607244944275,0.0022123151417633605,0.007511889031531978,0.012662123863036768,0.02300854555139841,-0.03964576861188163,0.03446755345433172,0.00788803232919566,0.037380255038442556,-0.016078267154059134,0.012302850454829928,0.014142747838528757,-0.46035413887890186,0.02280415158627136,-0.006326592502738038,-0.03477098179163818
7,1.0,0.2619928864508721,0.012324750467314793,0.4924904534484157,0.45891162728288587,3.4391696883221456,0.11876146133974885,0.02731606805780787,0.004105526280417834,0.00735507959306197,0.01272777414347456,0.023593442896197536,0.25116448524417495,0.012750649370288896,0.4962978471643916,0.4756260179560555,3.3882183817399354,0.12010625380132996,0.027640606675614347,0.002209158510062318,0.007501170727162039,0.012630255827606256,0.022812518631772506,-0.04133089777125554,0.034556391555641275,0.007730898516542961,0.036421806900234444,-0.014815002224291995,0.011323475194819022,0.01188086869309557,-0.46190613354508003,0.019862617698641394,-0.007661851535784803,-0.033099207600213676
8,1.0,0.2636236958276361,0.011560774127704752,0.4947498420772201,0.4712261600846479,3.455187028655294,0.1183458995323545,0.027529314762157125,0.0041355122446487275,0.007408799661703321,0.012903497935687428,0.0236779508900158,0.25188404703134737,0.012022177210427235,0.4985825713900685,0.49506295591291016,3.403862428732798,0.11968959375613472,0.027768980230742837,0.0022179654881272397,0.007531074713568828,0.012710796982632416,0.02286082733751009,-0.0445318420995221,0.03991108879264016,0.007746802498726613,0.05058461912212264,-0.014854362295540047,0.011353956741127824,0.008705827611632522,-0.4636781716709354,0.01650402999794376,-0.014934008903280116,-0.03450989303513863
9,1.0,0.36468609398695057,0.0,0.4605440489606095,,3.440149343103514,0.11873594724944127,0.03540436663974791,0.00534291896031251,0.009571877398475441,0.017778909716068644,0.024083955389918383,0.3425284883495473,0.0,0.46684142875537454,,3.3904039053721147,0.12004784239309828,0.035301367340282525,0.002832572810132714,0.00961796636553855,0.01812677027851543,0.023011356995272455,-0.06075802176925371,,0.013673783884467605,,-0.014460255288371249,0.011048845560653886,-0.0029092258735606835,-0.4698454475590558,0.004815039426899537,0.01956591084617454,-0.04453580723268247
